ID,Target
ID_Q3HMVET x m1,981.0340192808904
ID_Q3HMVET x m2,1035.9950158968545
ID_Q3HMVET x m3,1055.1724121085874
ID_Q3HMVET x m4,1054.8087754323165
ID_Q3HMVET x m5,1033.6783852840283
ID_Q3HMVET x m6,741.2780451665465
ID_6NI55NC x m1,818.6630171450629
ID_6NI55NC x m2,835.2597757443093
ID_6NI55NC x m3,835.668785552239
ID_6NI55NC x m4,861.5994109040129
ID_6NI55NC x m5,863.5537647294464
ID_6NI55NC x m6,662.0969466199012
ID_DQ0DH6B x m1,1091.8297393068874
ID_DQ0DH6B x m2,1101.5393885379438
ID_DQ0DH6B x m3,1102.8059336207968
ID_DQ0DH6B x m4,1108.0762527440945
ID_DQ0DH6B x m5,1138.1001079488972
ID_DQ0DH6B x m6,804.3900111287435
ID_O25689X x m1,1095.8543698168887
ID_O25689X x m2,1123.2392517910482
ID_O25689X x m3,1112.2331186130561
ID_O25689X x m4,1122.0434218095763
ID_O25689X x m5,1113.9071660897102
ID_O25689X x m6,699.3433090350305
ID_36O2OB3 x m1,254.23815860115704
ID_36O2OB3 x m2,233.97599833200758
ID_36O2OB3 x m3,235.4181442929979
ID_36O2OB3 x m4,284.20054027213865
ID_36O2OB3 x m5,340.8094853900836
ID_36O2OB3 x m6,345.7816530390417
ID_OGPN17A x m1,1033.9195235258192
ID_OGPN17A x m2,1054.0197622889254
ID_OGPN17A x m3,1023.8898888996033
ID_OGPN17A x m4,1016.385742343293
ID_OGPN17A x m5,1028.9594369118468
ID_OGPN17A x m6,616.7559228423676
ID_ZTUW0C5 x m1,801.4952631585625
ID_ZTUW0C5 x m2,828.6554691658331
ID_ZTUW0C5 x m3,818.4277144991445
ID_ZTUW0C5 x m4,839.2384761888334
ID_ZTUW0C5 x m5,845.1819622374691
ID_ZTUW0C5 x m6,600.7281042902532
ID_4Q7KSVX x m1,1015.7293947115896
ID_4Q7KSVX x m2,1034.319601510703
ID_4Q7KSVX x m3,1042.1821593154746
ID_4Q7KSVX x m4,1053.2704142462223
ID_4Q7KSVX x m5,1063.1844268566963
ID_4Q7KSVX x m6,801.2959732138053
ID_F5UIJTT x m1,1041.1804682975055
ID_F5UIJTT x m2,1068.7424466442735
ID_F5UIJTT x m3,1079.542164215861
ID_F5UIJTT x m4,1094.5048130639718
ID_F5UIJTT x m5,1091.0248562169772
ID_F5UIJTT x m6,853.2257872727882
ID_16G4N9X x m1,1111.3104925134035
ID_16G4N9X x m2,1122.1641985728554
ID_16G4N9X x m3,1109.9877123318345
ID_16G4N9X x m4,1121.2531232331637
ID_16G4N9X x m5,1153.0698979689803
ID_16G4N9X x m6,799.3911138172595
ID_DPTU9YK x m1,984.4436061486232
ID_DPTU9YK x m2,1018.3745322136934
ID_DPTU9YK x m3,1019.8542983620799
ID_DPTU9YK x m4,1027.8421967628253
ID_DPTU9YK x m5,1047.758650121522
ID_DPTU9YK x m6,685.5914446811295
ID_BNYM56N x m1,1206.8002102451467
ID_BNYM56N x m2,1178.8497052414448
ID_BNYM56N x m3,1181.3657904993852
ID_BNYM56N x m4,1200.3172125157896
ID_BNYM56N x m5,1226.3321713826765
ID_BNYM56N x m6,1325.5087759198275
ID_K1YSI7Y x m1,544.4776468855157
ID_K1YSI7Y x m2,552.5175259463008
ID_K1YSI7Y x m3,477.8631724023973
ID_K1YSI7Y x m4,529.7124813336908
ID_K1YSI7Y x m5,646.6267880582596
ID_K1YSI7Y x m6,724.1642270677143
ID_DIAFK3H x m1,1062.704553062762
ID_DIAFK3H x m2,1006.2564701912182
ID_DIAFK3H x m3,996.6232236078255
ID_DIAFK3H x m4,981.6074599918003
ID_DIAFK3H x m5,978.39170581449
ID_DIAFK3H x m6,736.5811994887416
ID_4DEUHL6 x m1,667.3351244606338
ID_4DEUHL6 x m2,692.5073148913808
ID_4DEUHL6 x m3,708.5091420177536
ID_4DEUHL6 x m4,729.6167853298836
ID_4DEUHL6 x m5,756.2836261369965
ID_4DEUHL6 x m6,610.201348529598
ID_KFRKAVC x m1,1010.7991018451727
ID_KFRKAVC x m2,1026.3806828314703
ID_KFRKAVC x m3,1014.9749920132468
ID_KFRKAVC x m4,1012.5478090408709
ID_KFRKAVC x m5,1014.7780152627067
ID_KFRKAVC x m6,584.9866512369632
ID_UOT1MF3 x m1,208.6459128197283
ID_UOT1MF3 x m2,196.55236012746005
ID_UOT1MF3 x m3,191.87755483214107
ID_UOT1MF3 x m4,230.58618925937657
ID_UOT1MF3 x m5,263.8880090746332
ID_UOT1MF3 x m6,360.8906853691589
ID_3LL2DY5 x m1,1015.4155359751204
ID_3LL2DY5 x m2,1070.9256734224437
ID_3LL2DY5 x m3,1067.0377897260776
ID_3LL2DY5 x m4,1024.0125482474803
ID_3LL2DY5 x m5,1031.5416997042244
ID_3LL2DY5 x m6,605.1707786698516
ID_F95K9HA x m1,334.45985646009154
ID_F95K9HA x m2,296.5648748492067
ID_F95K9HA x m3,272.0900601152588
ID_F95K9HA x m4,262.34926825317416
ID_F95K9HA x m5,292.17464231179883
ID_F95K9HA x m6,595.6656365923967
ID_F0XZ25Q x m1,601.5136355421052
ID_F0XZ25Q x m2,625.6761267922762
ID_F0XZ25Q x m3,622.6776710351174
ID_F0XZ25Q x m4,649.3091237993165
ID_F0XZ25Q x m5,687.4394688758651
ID_F0XZ25Q x m6,531.0598134377609
ID_0U9QWZ8 x m1,1094.2810578662195
ID_0U9QWZ8 x m2,1115.8139987458087
ID_0U9QWZ8 x m3,1102.6690383729267
ID_0U9QWZ8 x m4,1106.191654319271
ID_0U9QWZ8 x m5,1113.2042337156204
ID_0U9QWZ8 x m6,702.3872327532466
ID_96P10ZQ x m1,886.0944685587236
ID_96P10ZQ x m2,909.9350980423935
ID_96P10ZQ x m3,910.7261312621952
ID_96P10ZQ x m4,951.3689293390504
ID_96P10ZQ x m5,941.4680199199798
ID_96P10ZQ x m6,684.2129628920022
ID_DQKOLGV x m1,387.99831536939354
ID_DQKOLGV x m2,400.23323957987213
ID_DQKOLGV x m3,426.07159210965045
ID_DQKOLGV x m4,450.43708857879597
ID_DQKOLGV x m5,510.8579717542423
ID_DQKOLGV x m6,474.2255011239774
ID_3CKJLY2 x m1,766.3261067925223
ID_3CKJLY2 x m2,791.8064028832287
ID_3CKJLY2 x m3,810.8329143687214
ID_3CKJLY2 x m4,815.953954525272
ID_3CKJLY2 x m5,815.6031124183896
ID_3CKJLY2 x m6,696.2738970282619
ID_LGHVCHY x m1,724.9143793286588
ID_LGHVCHY x m2,761.8300833985945
ID_LGHVCHY x m3,793.0066456853348
ID_LGHVCHY x m4,790.6548974487074
ID_LGHVCHY x m5,835.6908440499136
ID_LGHVCHY x m6,662.630694270872
ID_4SD0PDQ x m1,694.9186029952407
ID_4SD0PDQ x m2,670.5807276461577
ID_4SD0PDQ x m3,615.5617211660004
ID_4SD0PDQ x m4,684.9225284032503
ID_4SD0PDQ x m5,800.1290582747
ID_4SD0PDQ x m6,655.3586458626692
ID_P4QR91O x m1,998.9990414295223
ID_P4QR91O x m2,1035.7739740517566
ID_P4QR91O x m3,1054.2636291884958
ID_P4QR91O x m4,1057.4189364634285
ID_P4QR91O x m5,1046.8962688111485
ID_P4QR91O x m6,731.0957515723135
ID_Q6KY7OB x m1,801.719369771391
ID_Q6KY7OB x m2,824.9184345118983
ID_Q6KY7OB x m3,830.1404830468376
ID_Q6KY7OB x m4,854.7155705653149
ID_Q6KY7OB x m5,855.5900815233491
ID_Q6KY7OB x m6,551.9852607525186
ID_44QE5VP x m1,1168.1505283094264
ID_44QE5VP x m2,1183.4669275193098
ID_44QE5VP x m3,1175.3399503368648
ID_44QE5VP x m4,1196.371357368433
ID_44QE5VP x m5,1181.2118781736347
ID_44QE5VP x m6,1106.108247574802
ID_JLQCIO4 x m1,1084.2507476160506
ID_JLQCIO4 x m2,1127.11793074633
ID_JLQCIO4 x m3,1121.6634247835811
ID_JLQCIO4 x m4,1116.8976145981858
ID_JLQCIO4 x m5,1110.8466610854903
ID_JLQCIO4 x m6,552.9780596863646
ID_MMX4UDJ x m1,965.5864359124341
ID_MMX4UDJ x m2,961.3492558213587
ID_MMX4UDJ x m3,819.1002058543934
ID_MMX4UDJ x m4,825.08195686355
ID_MMX4UDJ x m5,690.294001797517
ID_MMX4UDJ x m6,801.0923432912326
ID_8CV4H96 x m1,774.7252576550553
ID_8CV4H96 x m2,816.6091581390094
ID_8CV4H96 x m3,840.9157558456642
ID_8CV4H96 x m4,858.4738916304574
ID_8CV4H96 x m5,860.4182223297544
ID_8CV4H96 x m6,644.8093494911861
ID_YKEWJ2S x m1,974.5456622150332
ID_YKEWJ2S x m2,1000.2910014933852
ID_YKEWJ2S x m3,1013.6634884121733
ID_YKEWJ2S x m4,1027.1472328674379
ID_YKEWJ2S x m5,1015.8899465386612
ID_YKEWJ2S x m6,844.346812193289
ID_Q2KJCXE x m1,856.6198510284357
ID_Q2KJCXE x m2,867.3641347708129
ID_Q2KJCXE x m3,732.9116429049341
ID_Q2KJCXE x m4,673.7938878700122
ID_Q2KJCXE x m5,781.1001008709185
ID_Q2KJCXE x m6,1063.126647824022
ID_6HNT2AW x m1,638.8574117753196
ID_6HNT2AW x m2,644.5709225601634
ID_6HNT2AW x m3,641.8786212496943
ID_6HNT2AW x m4,680.2173446111901
ID_6HNT2AW x m5,729.7491098974378
ID_6HNT2AW x m6,551.1220387655882
ID_SRSV8JP x m1,1045.0868413873213
ID_SRSV8JP x m2,1054.1149008697769
ID_SRSV8JP x m3,1070.768748022052
ID_SRSV8JP x m4,1096.0281417487904
ID_SRSV8JP x m5,1074.1559023795453
ID_SRSV8JP x m6,982.0380219271254
ID_HUUC633 x m1,379.94143788127775
ID_HUUC633 x m2,322.33657492642374
ID_HUUC633 x m3,303.821047712102
ID_HUUC633 x m4,337.1090542257407
ID_HUUC633 x m5,389.70316891747814
ID_HUUC633 x m6,449.00700062743255
ID_Z0Z1KJG x m1,277.7345478487301
ID_Z0Z1KJG x m2,260.34375214623526
ID_Z0Z1KJG x m3,262.8784086225647
ID_Z0Z1KJG x m4,289.9173335941098
ID_Z0Z1KJG x m5,306.3087053196015
ID_Z0Z1KJG x m6,279.78309475875704
ID_OFCE0OY x m1,1110.5597144175013
ID_OFCE0OY x m2,1134.1308142136222
ID_OFCE0OY x m3,1125.7824977132937
ID_OFCE0OY x m4,1131.1835069408787
ID_OFCE0OY x m5,1120.8645943369058
ID_OFCE0OY x m6,517.6114873669419
ID_8JGH52F x m1,150.76407382501753
ID_8JGH52F x m2,144.79121252555956
ID_8JGH52F x m3,136.99695109656787
ID_8JGH52F x m4,148.10860649980327
ID_8JGH52F x m5,144.08614802358366
ID_8JGH52F x m6,144.53159667202976
ID_LDBM3WE x m1,227.5447238207022
ID_LDBM3WE x m2,191.17514106365462
ID_LDBM3WE x m3,204.4054716881109
ID_LDBM3WE x m4,186.38511532047943
ID_LDBM3WE x m5,259.20744468641476
ID_LDBM3WE x m6,405.45528093492794
ID_AD1S39K x m1,934.4612688402063
ID_AD1S39K x m2,933.8606226782813
ID_AD1S39K x m3,955.331115205354
ID_AD1S39K x m4,987.2080744502478
ID_AD1S39K x m5,948.9994392064057
ID_AD1S39K x m6,621.0641877230538
ID_LW63UHJ x m1,1264.3013992106048
ID_LW63UHJ x m2,1268.813037778246
ID_LW63UHJ x m3,1308.831145213636
ID_LW63UHJ x m4,1188.0866957029573
ID_LW63UHJ x m5,1387.6415570131492
ID_LW63UHJ x m6,1732.0377779374683
ID_290EB8N x m1,169.48961614175755
ID_290EB8N x m2,157.09776689421352
ID_290EB8N x m3,146.26850571735324
ID_290EB8N x m4,148.80280592008202
ID_290EB8N x m5,169.91627164177177
ID_290EB8N x m6,237.44232701790528
ID_PSQA45D x m1,316.63031146339773
ID_PSQA45D x m2,332.2578599827594
ID_PSQA45D x m3,327.752559700689
ID_PSQA45D x m4,365.22762115335826
ID_PSQA45D x m5,419.2609330707154
ID_PSQA45D x m6,405.29267420177007
ID_8747KJU x m1,835.0738000538311
ID_8747KJU x m2,868.3537362180193
ID_8747KJU x m3,877.7900015502792
ID_8747KJU x m4,904.3789166307915
ID_8747KJU x m5,909.3230895615701
ID_8747KJU x m6,588.0491120557364
ID_VT05YRJ x m1,332.11304483116794
ID_VT05YRJ x m2,356.11684465821753
ID_VT05YRJ x m3,337.83753593072737
ID_VT05YRJ x m4,400.6481199945015
ID_VT05YRJ x m5,464.2893730852434
ID_VT05YRJ x m6,424.9479841671361
ID_OVVJI4H x m1,1004.2070732882717
ID_OVVJI4H x m2,1043.4550850283972
ID_OVVJI4H x m3,1059.7674553536767
ID_OVVJI4H x m4,1061.488646957457
ID_OVVJI4H x m5,1055.261847212597
ID_OVVJI4H x m6,741.0798903220381
ID_3GAR7ET x m1,130.96621542011852
ID_3GAR7ET x m2,121.79565828140714
ID_3GAR7ET x m3,117.11238386282974
ID_3GAR7ET x m4,124.24465154289534
ID_3GAR7ET x m5,120.52656775256074
ID_3GAR7ET x m6,130.9752378822548
ID_FXWUUAC x m1,215.94552536714545
ID_FXWUUAC x m2,211.88175597739965
ID_FXWUUAC x m3,216.007948418401
ID_FXWUUAC x m4,236.69181247281838
ID_FXWUUAC x m5,244.9610797057727
ID_FXWUUAC x m6,233.3197246534507
ID_GRREE4S x m1,352.33933823268444
ID_GRREE4S x m2,366.6102158607874
ID_GRREE4S x m3,379.78593304094903
ID_GRREE4S x m4,400.55427814685197
ID_GRREE4S x m5,416.76080476821
ID_GRREE4S x m6,414.9877671668055
ID_NN68D8C x m1,1154.580284027139
ID_NN68D8C x m2,1178.1830433462794
ID_NN68D8C x m3,1168.0402259552209
ID_NN68D8C x m4,1196.8367705135001
ID_NN68D8C x m5,1178.4676628404409
ID_NN68D8C x m6,1035.2345165492072
ID_Y0UQ291 x m1,694.4792817111182
ID_Y0UQ291 x m2,656.6006898844217
ID_Y0UQ291 x m3,655.9904205485956
ID_Y0UQ291 x m4,648.619264228074
ID_Y0UQ291 x m5,704.5028485398059
ID_Y0UQ291 x m6,523.0620988587816
ID_9YEKQEF x m1,1083.177117982239
ID_9YEKQEF x m2,1108.6728078813062
ID_9YEKQEF x m3,1104.697514796452
ID_9YEKQEF x m4,1120.4479758156451
ID_9YEKQEF x m5,1111.103004872208
ID_9YEKQEF x m6,1190.8053797827959
ID_XXF9R1J x m1,639.653876887993
ID_XXF9R1J x m2,621.8965910291139
ID_XXF9R1J x m3,639.3884458161526
ID_XXF9R1J x m4,678.1595833281602
ID_XXF9R1J x m5,726.8775690411536
ID_XXF9R1J x m6,554.510157966993
ID_79JGQRM x m1,151.76841966173964
ID_79JGQRM x m2,139.8268240995728
ID_79JGQRM x m3,130.78868433090383
ID_79JGQRM x m4,133.4763284180809
ID_79JGQRM x m5,135.17961498728425
ID_79JGQRM x m6,137.3019093404828
ID_H69NS6N x m1,615.7436314139952
ID_H69NS6N x m2,624.0609087040672
ID_H69NS6N x m3,633.2681851731741
ID_H69NS6N x m4,667.5631076885155
ID_H69NS6N x m5,709.712810925329
ID_H69NS6N x m6,557.8119682782708
ID_5OYWJPG x m1,1019.7956685944591
ID_5OYWJPG x m2,1047.0739596841909
ID_5OYWJPG x m3,1065.155938649195
ID_5OYWJPG x m4,1072.887155231195
ID_5OYWJPG x m5,1078.9006298485704
ID_5OYWJPG x m6,882.1311967813535
ID_LLYRMMF x m1,1092.7399065529394
ID_LLYRMMF x m2,1128.661839009424
ID_LLYRMMF x m3,1119.7496822339335
ID_LLYRMMF x m4,1120.5415473305434
ID_LLYRMMF x m5,1114.5782726090129
ID_LLYRMMF x m6,507.2905383462569
ID_WOFR55V x m1,802.5858528075935
ID_WOFR55V x m2,840.5201186445519
ID_WOFR55V x m3,855.7974179861349
ID_WOFR55V x m4,881.5770585805575
ID_WOFR55V x m5,881.6167401391675
ID_WOFR55V x m6,717.699961236649
ID_5J4BKO7 x m1,961.977131320066
ID_5J4BKO7 x m2,989.6016334488287
ID_5J4BKO7 x m3,1006.0607306469919
ID_5J4BKO7 x m4,1017.162682548752
ID_5J4BKO7 x m5,1006.681643170556
ID_5J4BKO7 x m6,583.6719442383055
ID_NG99MB7 x m1,132.15829904557012
ID_NG99MB7 x m2,124.63927289258172
ID_NG99MB7 x m3,117.79463670733125
ID_NG99MB7 x m4,127.52598411409458
ID_NG99MB7 x m5,124.30479973010154
ID_NG99MB7 x m6,133.15041041488232
ID_X16RQ6C x m1,1132.9241472001052
ID_X16RQ6C x m2,1151.7338627233923
ID_X16RQ6C x m3,1126.658166142699
ID_X16RQ6C x m4,1114.102603450361
ID_X16RQ6C x m5,1280.7323400769344
ID_X16RQ6C x m6,2244.8423566573765
ID_JTA4DYO x m1,1186.4504652841788
ID_JTA4DYO x m2,1192.9974136778258
ID_JTA4DYO x m3,1183.8656638647008
ID_JTA4DYO x m4,1203.275078291628
ID_JTA4DYO x m5,1189.8355415529015
ID_JTA4DYO x m6,1190.9593199846533
ID_H201LSJ x m1,366.37705036043207
ID_H201LSJ x m2,379.5324161557922
ID_H201LSJ x m3,388.08403519360553
ID_H201LSJ x m4,463.3746091063801
ID_H201LSJ x m5,472.4962567017443
ID_H201LSJ x m6,488.06065366108584
ID_F2N6B1Z x m1,1154.7587870405193
ID_F2N6B1Z x m2,1134.7786532241519
ID_F2N6B1Z x m3,1073.5299328135575
ID_F2N6B1Z x m4,1109.1406274614912
ID_F2N6B1Z x m5,1151.772891582562
ID_F2N6B1Z x m6,1702.1647824679437
ID_DAXCCE8 x m1,439.7555791143766
ID_DAXCCE8 x m2,398.11159317247893
ID_DAXCCE8 x m3,309.4555963372958
ID_DAXCCE8 x m4,360.27934738356606
ID_DAXCCE8 x m5,375.19834180815633
ID_DAXCCE8 x m6,301.3862893128756
ID_9USOPOF x m1,533.6245631336756
ID_9USOPOF x m2,534.6606549999611
ID_9USOPOF x m3,552.3123884090654
ID_9USOPOF x m4,601.8341852963852
ID_9USOPOF x m5,645.9877800859
ID_9USOPOF x m6,525.2747021193687
ID_3NRMV4R x m1,714.701283296053
ID_3NRMV4R x m2,688.7675733911447
ID_3NRMV4R x m3,663.5940601159679
ID_3NRMV4R x m4,647.1469418080553
ID_3NRMV4R x m5,688.5080962797844
ID_3NRMV4R x m6,489.3036273160183
ID_41B8BMA x m1,168.74767609927036
ID_41B8BMA x m2,178.53155853169363
ID_41B8BMA x m3,173.49149692819267
ID_41B8BMA x m4,193.60780425304705
ID_41B8BMA x m5,254.07910756540218
ID_41B8BMA x m6,260.3314963012302
ID_7RYE3FE x m1,1109.7101543294257
ID_7RYE3FE x m2,1134.77870334115
ID_7RYE3FE x m3,1126.3695137242269
ID_7RYE3FE x m4,1130.7075927550416
ID_7RYE3FE x m5,1121.357777835532
ID_7RYE3FE x m6,515.4602126125684
ID_SUQB6FJ x m1,354.05006299880705
ID_SUQB6FJ x m2,358.0819605273901
ID_SUQB6FJ x m3,365.93087897542114
ID_SUQB6FJ x m4,434.8369491601531
ID_SUQB6FJ x m5,487.679621668957
ID_SUQB6FJ x m6,539.6469481177047
ID_ZR3VEJW x m1,1062.8771109781944
ID_ZR3VEJW x m2,1089.7774839755511
ID_ZR3VEJW x m3,1096.404566570336
ID_ZR3VEJW x m4,1093.4787064090208
ID_ZR3VEJW x m5,1088.5520923474542
ID_ZR3VEJW x m6,661.8175193534438
ID_M4MWAP3 x m1,882.2141243705817
ID_M4MWAP3 x m2,845.1483540990674
ID_M4MWAP3 x m3,864.5407634924762
ID_M4MWAP3 x m4,897.5999692438835
ID_M4MWAP3 x m5,913.9727750675058
ID_M4MWAP3 x m6,635.8762028596647
ID_9M6H2AC x m1,280.22000673829075
ID_9M6H2AC x m2,257.3286281269417
ID_9M6H2AC x m3,241.73374100206124
ID_9M6H2AC x m4,265.9847539876253
ID_9M6H2AC x m5,315.4864468683485
ID_9M6H2AC x m6,442.36100321081534
ID_V4QRGO3 x m1,570.7919696520308
ID_V4QRGO3 x m2,560.6816834790206
ID_V4QRGO3 x m3,578.4288670467137
ID_V4QRGO3 x m4,629.049549252317
ID_V4QRGO3 x m5,690.781485784197
ID_V4QRGO3 x m6,557.5527269943692
ID_0RN894V x m1,1126.6009179953885
ID_0RN894V x m2,1137.7369438489372
ID_0RN894V x m3,1139.6914481462788
ID_0RN894V x m4,1142.8983574122226
ID_0RN894V x m5,1136.2257945046372
ID_0RN894V x m6,649.2034297100452
ID_YKFLIBW x m1,449.59331741632616
ID_YKFLIBW x m2,459.92347313174696
ID_YKFLIBW x m3,499.7100368891744
ID_YKFLIBW x m4,544.5357577956732
ID_YKFLIBW x m5,580.939696850096
ID_YKFLIBW x m6,549.4128608146324
ID_F1M4IFS x m1,851.0452260618886
ID_F1M4IFS x m2,808.2591474822159
ID_F1M4IFS x m3,805.3491714750285
ID_F1M4IFS x m4,835.1996376634812
ID_F1M4IFS x m5,850.9282220338354
ID_F1M4IFS x m6,578.308796268471
ID_J0S6A4U x m1,365.1581428379739
ID_J0S6A4U x m2,304.2037378067526
ID_J0S6A4U x m3,305.5516978080775
ID_J0S6A4U x m4,351.02936349393474
ID_J0S6A4U x m5,337.8688448172897
ID_J0S6A4U x m6,335.2130338217823
ID_2RO70BV x m1,180.9283489314007
ID_2RO70BV x m2,179.64176841275997
ID_2RO70BV x m3,181.0022839197024
ID_2RO70BV x m4,198.2388340744673
ID_2RO70BV x m5,229.91119939959506
ID_2RO70BV x m6,224.9681260093974
ID_K9P9NFF x m1,144.01476689530884
ID_K9P9NFF x m2,133.35351621527272
ID_K9P9NFF x m3,124.53644284377076
ID_K9P9NFF x m4,129.42367338293354
ID_K9P9NFF x m5,130.01440021646755
ID_K9P9NFF x m6,136.0845103277038
ID_5EK3VA0 x m1,521.2420825274438
ID_5EK3VA0 x m2,552.2987570578553
ID_5EK3VA0 x m3,584.0562207282453
ID_5EK3VA0 x m4,613.0676573871941
ID_5EK3VA0 x m5,687.2095961936454
ID_5EK3VA0 x m6,616.3935723738442
ID_BKQN4ZD x m1,951.9636376944899
ID_BKQN4ZD x m2,943.0590307364686
ID_BKQN4ZD x m3,961.4164995780666
ID_BKQN4ZD x m4,987.4546848990526
ID_BKQN4ZD x m5,959.9397101238042
ID_BKQN4ZD x m6,560.6181672006721
ID_3F67SN6 x m1,799.8082739200761
ID_3F67SN6 x m2,763.1692194477365
ID_3F67SN6 x m3,812.6582416675984
ID_3F67SN6 x m4,840.4626942504491
ID_3F67SN6 x m5,890.7277362892172
ID_3F67SN6 x m6,578.4655532456903
ID_R25OAJ3 x m1,158.73255379162194
ID_R25OAJ3 x m2,142.3231162017199
ID_R25OAJ3 x m3,144.27575262388308
ID_R25OAJ3 x m4,145.6802626827463
ID_R25OAJ3 x m5,143.45951779560983
ID_R25OAJ3 x m6,193.19527157143773
ID_XXXL1Y9 x m1,613.7610946089575
ID_XXXL1Y9 x m2,597.8989467822363
ID_XXXL1Y9 x m3,605.444388093544
ID_XXXL1Y9 x m4,632.7174460092563
ID_XXXL1Y9 x m5,706.5858177380153
ID_XXXL1Y9 x m6,546.9288080816516
ID_XYHISJS x m1,960.8063924944639
ID_XYHISJS x m2,977.2568814788675
ID_XYHISJS x m3,996.7526546634911
ID_XYHISJS x m4,1012.6121842133401
ID_XYHISJS x m5,990.6116546479478
ID_XYHISJS x m6,560.6283162701703
ID_CH4FGTE x m1,824.0557182161995
ID_CH4FGTE x m2,765.8829023428564
ID_CH4FGTE x m3,765.6942023876462
ID_CH4FGTE x m4,773.5582991056582
ID_CH4FGTE x m5,815.5715196171399
ID_CH4FGTE x m6,511.5552834599859
ID_SZYV7S5 x m1,872.0125262312977
ID_SZYV7S5 x m2,943.5059609651161
ID_SZYV7S5 x m3,963.7447914082157
ID_SZYV7S5 x m4,962.6780030648633
ID_SZYV7S5 x m5,1005.9349424664994
ID_SZYV7S5 x m6,743.3414894513936
ID_VYHMVCY x m1,134.2105127653195
ID_VYHMVCY x m2,123.3889985046201
ID_VYHMVCY x m3,118.9766168623954
ID_VYHMVCY x m4,123.87384785803253
ID_VYHMVCY x m5,121.76918207347397
ID_VYHMVCY x m6,134.86888556665212
ID_LHXP67X x m1,497.2665042823586
ID_LHXP67X x m2,473.6944902785798
ID_LHXP67X x m3,460.64049486038124
ID_LHXP67X x m4,466.933959377825
ID_LHXP67X x m5,511.0659522713395
ID_LHXP67X x m6,468.8796267474788
ID_WV02GAN x m1,1014.5112747129762
ID_WV02GAN x m2,1049.9231571774847
ID_WV02GAN x m3,1058.8950907380524
ID_WV02GAN x m4,1062.0076887311545
ID_WV02GAN x m5,1055.8358107310496
